WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w32	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w7	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w134	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w135	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w136	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w4	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w33	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w1	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w13	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w7	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w11	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w136	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w137	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w39	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w4	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w135	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w2	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w32	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w93	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w5	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w33	d664	have a big smile	wear a big smile	have smile	wear smile	lit	met
w31	d664	have a big smile	wear a big smile	have smile	wear smile	lit	lit
w93	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	met
w11	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	met
w33	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w39	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w31	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w2	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w4	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w135	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w136	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w137	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w5	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w32	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w13	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	met
w7	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	met
w1	d266	affect your judgement	colour your judgement	affect judgement	colour judgement	lit	lit
w138	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w11	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w135	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w136	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w31	d315	results have appeared	results have emerged	result appear	result emerge	met	lit
w4	d315	results have appeared	results have emerged	result appear	result emerge	met	lit
w7	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w13	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w5	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w137	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w39	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w2	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w33	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w32	d315	results have appeared	results have emerged	result appear	result emerge	met	lit
w1	d315	results have appeared	results have emerged	result appear	result emerge	met	met
w5	d175	addresses the question	tackles the question	address question	tackle question	lit	met
w31	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w2	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w4	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w137	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w136	d175	addresses the question	tackles the question	address question	tackle question	lit	met
w32	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w13	d175	addresses the question	tackles the question	address question	tackle question	lit	met
w33	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w11	d175	addresses the question	tackles the question	address question	tackle question	lit	met
w1	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w7	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w39	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w134	d175	addresses the question	tackles the question	address question	tackle question	lit	lit
w135	d175	addresses the question	tackles the question	address question	tackle question	lit	met
w11	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w13	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w136	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	lit
w138	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w2	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w4	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	lit
w39	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w32	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w31	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	lit
w7	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w134	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w33	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w137	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w5	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	met
w135	d823	mess in Budapest shows	mess in Budapest reflects	mess show	mess reflect	met	lit
w11	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w39	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w13	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w1	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w32	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w137	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w5	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w134	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w31	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w7	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w135	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w4	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	lit
w136	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w33	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w2	d463	misinterpreted my words	twisted my words	misinterpret word	twist word	met	met
w32	d759	saturate the market	flood the market	saturate market	flood market	met	met
w4	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w13	d759	saturate the market	flood the market	saturate market	flood market	met	met
w11	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w1	d759	saturate the market	flood the market	saturate market	flood market	met	met
w31	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w93	d759	saturate the market	flood the market	saturate market	flood market	met	met
w7	d759	saturate the market	flood the market	saturate market	flood market	met	met
w135	d759	saturate the market	flood the market	saturate market	flood market	met	met
w5	d759	saturate the market	flood the market	saturate market	flood market	met	met
w33	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w2	d759	saturate the market	flood the market	saturate market	flood market	met	met
w39	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w136	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w137	d759	saturate the market	flood the market	saturate market	flood market	met	lit
w4	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	lit
w134	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	met
w11	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	lit
w5	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	lit
w136	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	met
w135	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	lit
w32	d849	fire which will destroy	fire which will devour	fire destroy	fire devour	lit	lit
